Review;Rating;LikeReview
sangat terpercaya cepat dan baik dalam semua hal penanganan;5;0
Bukannya mempermudah tapi malah membuat emosi naik.. lemot banget sudah 10kali lebih pesan ticket ka antarkota smpe waktunya habis perkara lemot.. sinyal wifi dan data full tp lemot ..diperbaiki lah!!!!!!;1;17
aplikasi tidak jelas, setiap mau pembayaran error terus padahal saya sudah input data dengan benar, tetapi setiap proses pembayaran pasti invalid, developer bisa urus aplikasi mu tidak?, ini aplikasi resmi milik KAI namun terlalu banyak bug/error, masih lebih mudah pakai aplikasi lain untuk pesan tiket kereta;1;42
Saya sangat gregetan ,5x melakukan transaksi. sangat mamakan waktu yg hanya di beri 6menit untuk proses pemesanan setiap x proses pembayaran pasti app tidak merespons,ulang lagi dari awal,selalu begitu lagi,kalau memang kendala dari app tolong perbaiki. Karena sinyal di hp saya baik baik saja;3;148
Untuk aplikasi saat ini tidak user friendly,lebih baik dengan user face yang sebelumnya sehingga memudahkan pengguna tanpa bingung liat kursi yang masih tersedia atau habis. Kalo saat ini hanya tampilan luar saja jenis keretanya baru masuk ke dalam dan ternyata habis;1;9
Sebelumnya saya minta maaf ya.. cuma cerita dikit, kan saya udah pesen tiket online nah pembayaran nya Qris pas transaksi Qris nya sukses dan saldo pun berkurang tapi pas cek di KAI acces masih menunggu aja gitu, kan kalo udah sukses biasanya ada bacaan lunas tapi ini masih dalam keadaan menungu terus sampe deadline waktunya udah abis tapi ya gitu, cuma saldo saya yang kepotong.. itu kenapa ya?? Udah beberapa kali seperti itu🙏;1;1
aplikasi kebanyakan lag, mau daftar member basic aja lama bgt. Padahal data udah lengkap pas di klik LANJUTKAN malah nge lag. Giliran kode otp udah di masukin trrus klik lagi LANJUTKAN malah ngelag lagi. Tolong ini di perbaiki.;2;0
Aplikasi jelek. Mau daftar aja susah!!! Timeout-timeout terus!! keburu pergi kereta apinya. Apaan lagi ga bisa offline bayar naik kereta!!! Suruh download apk ini itu onlen-onleen!! tapi aplikasi-nya jelek... SEMOGA KAI SEPI GA ADA YANG NAEK BIAR RUGI SEKALIAN TAU RASA BIKIN RIBET MASYARAKAT BUKANNYA MEMPERMUDAH MALAH MEMPERSULIT!!!!;1;4
Kenapa kereta api jadi ngasih fitur isi pulsa & token listrik? Gak nyambung + nambah size dan bug aplikasi, karena sudah ada link aja sebagai sesama produk pemerintah. KAI sebaiknya ngurus ttg kereta saja, contohnya menambah cara pembayaran, laporan keterlambatan, laporan masalah lainnya. Jangan ngikut aplikasi lainnya lah, gak punya pendirian;1;7
Buat beli tiket KA lokal, loading nya lemot banget. Sangat disayangkan aplikasi BUMN kinerja nya lebih rendah dari aplikasi swasta semacam OVO. Pernah saya beberapa menit lagi mau naik kereta, tapi gara gara aplikasi lemot, saya hampir ketinggalan kereta. Penjaga sampai bilang hape saya ngga ada kuota nya, padahal aplikasi nya yang lemot. Saya sampai harus memperlihatkan bukti pembayaran melalui OVO yang koneksi nya lancar jaya. Sangat kecewa;1;0
Sangat mengecewakan. Dalam aplikasi harusnya sebelum konsumen beli tiket, di jelaskan lagi saat pembelian wajib vaksin booster. Pemabatalan pun mau gak mau dilakukan, uang hanya kembali 75%, 1 bulan lagi baru bisa d ambil (kocak banget).Sangat dirugikan sekali. Sangat Dzolim sekali KAI.;1;2
Disarankan jgn Download yg terbaru.. ribet, harga tidak sesuai yg di cantumkan. utk menu railfood tolong dipastikan kembali ketersedianya.. dan ubah jadwal pake reduksi pasti tidak bisa. disarankan kembali ke aplikasi yg lama, percuma beli online klo e tiket gak bisa dibuka.;1;0
Aplikasi yg sering error, kesulitan pembayaran yg menggunakan linkaja. Harap diperbaiki untuk bisa memudakan pengguna,meskipun harga tiket murah bukan brrti pelayanan diberikan setengah2. Trims;1;0
Aplikasi Kadal, Bukan mempermudah malah mempersulit. Update ribuan kali juga gak becus. Mending beli di loket kalo kayak gini... Masa udah pesen dapat kursi pas mau bayar QR nya gak muncul.. Pesan ke dua QR muncul Eh gak bisa dibayar... Giliran udah tanpa tempat duduk QR baru bisa dibayar..... Sistem kalo masih Beta jangan di aplikasikan. Konyol;1;7
Untuk pembatalan tiket dan ubah jadwal tiket kereta api lokal tidak tersedia, tertulis tambahkn tiket tapi setelah kode booking dimasukkan tiket tidak bisa ditambahkan..sama saja harus melakukan pembatalan tiket lewat stasiun..aplikasi g guna yg memakn kuota..tolong perbaiki aplikasinya..;1;0
Sudah ngisi saldo kaipay ternyata malah tidak bisa digunakan alhasil saldo ngendap, nyesel banget ngisi kaipay. Bener-bener masih jauh lebih bagus n simple aplikasi yang dulu dalam segi apapun terutama pembayaran super ribet aplikasi yang sekarang.;1;2
"Sebenarnya untuk aplikasi baik"" Saja, tapi untuk jadwal pemberangkatan sering terlambat sekarang, sangat buruk, kasian untuk para penumpang yg ingin lanjut kereta, padahal dlu ngga gini, ini malah makin buruk, penumpang suruh menunggu terus, tidak jauh beda dengan kita naik pesawat";1;27
yang buat serfer akses ini sangat membuat emosi konsumen..... setiap hari besar... pasti sangat sulit masuk dan dapatkan tiket..... paling jawabanya signal.... sekelas BUMN iT nya sangat ndomble.....;1;0
Kalau belum siap bikin aplikasi jangan di rilis dulu deh, banyak minusnya. Apalagi pembayaran hanya melalui LinkAja kecewa bgt. Udah pesen tiket kereta pembayaran sukses, saldo linkaja sudah kepotong, TAPI BOOKINGAN TIKET SAYA TIBA2 HILANG, GAK ADA! SUDAH TELPON CSnya KATANYA BELUM BAYAR, malah di lempar disuruh telpon ke CS linkaja. Pakai pulsa lagi woy KECEWA BGT. UDAH KEHILANGAN SALDO, KEHILANGAN TIKET, HABIS PULSA JUGA! Tolong di stasiun loketnya jgn goshow aja. Kembalikan spt yg dulu!!;1;3
Akhir akhir ini aplikasi tidak bisa di acces. Padahal sudah di update versi terbaru dan tidak ada gangguan pada sinyal. Yg nampak hanya gambar hitam, tidak bisa log in apalagi memesan tiket. Mohon bantuannya agar supaya masalah ini cepat di atasi. Terima kasih;4;26
Aplikasinya masih sangat sangat kurang bagus, untuk buat akun member aja di persulit kode otp nya lama dikirim aplikasi ini kan harusnya memudahkan. Malah jadi mempersulit aja kalau gak niat bikin, dan niatnya cuma buat ngabisin anggaran gk usah bikin. SAYA SARANIN KALAU ADA APLIKASI LAIN BUAT BELI TIKET KAI MENDING YANG LAIN AJA!!!!! APLIKASI MEMPERMUDAH❌ APLIKASI MEMPERSULITTTT✅;1;18
Orang suruh beli tiket pakai aplikasi, tapi aplikasinya error terus, gimana orang bisa beralih ke angkutan umum... Kecewa banget, dari malem sampai pagi gak bisa terus, sampai tiket habis Mending kembalike semula ajalah, permuda pembeliaan langsung di stasiun;1;201
Saya top up 10rb dari rekening, tetapi yang masuk hanya 7rb. Apakah emang begitu aturannya???? Kenapa saya setelah top up tapi belum saya pesan tiket nya sudah habis ya, kalo emang gak niat buat aplikasi hapus aja woi, aplikasi gak guna bikin susah aja, jadi gak nyaman sebagai pengguna, taik emang;1;4
Aplikasi terclose sendiri saat mau menyalin kode pembayaran virtual account. Setelah itu saya buka kembali aplikasi tidak terlihat kode pembayaran virtual accountnya lagi di pesanan yang menunggu. Dan di email juga tidak ada kode pembayaran virtual account nya. Ditambah lagi aplikasi suka stuck pada konfirmasi vaksin;2;0
Sering tertera koneksi tidak tersedia. Buat buka aplikasi lain bisa. Terus kenapa jumblah tiket sekarang tidak di cantumin ya? Padahal kalo kaya dulu di cantumin kan enak... Minta tolong jumblah tiketnya di cantumin kembali seperti dulu... Utk layanan jadwal & pembelian tiket Udah Ok bange.... Tinggal di tingkatkan kembali... Trimakasih;3;0
Aplikasi tidak benar.. tidak sesuai jadwal , tertulis d aplkasi brangkat jam 06.08 eh pas dateng k stasiun jadwalnya jdi berubah jam 06.23 , terus di tiket tertuliskan sampai 07.53 ini jdi jam 08.10 Tolong di sesuaikan dengan aplikasi yg benar dan kosisten pa supaya kita konsumen tidak kecewa!!!!;1;0
Lain kali tiket nya banyakin sementara saya kasih bintang 4;4;0
"Gimana sih ini saya sudah login berulang"" daftar berulang"" ganti email berulang"" tetep salah terus notifnya ... !!! Tolong diperbaiki dong,, katanya lebih memudahkan ,, tp ini malah membingungkan dan bikin jengkel.";1;0
Kenapa setelah saya download kemudian masuk di app kai access yang muncul hanya layar berwarna putih dan itu berlangsung sangat lama baik menggunakan jaringan internet data maupun wifi,, saya instal ulang tetap seperti itu terus,, bagai mana solusinya agar saya bisa menggunakan app kai access??;1;1
Kemarin pembayaran nya lancar2 saja pakai linkAja tp skrg sistem pembayaran nya blank, jd aplikasi tidak bisa digunakan semestinya krna tidak bisa melakukan transaksi pembayaran, sy sungguh kecewa jd harus lama menunggu antri seperti biasanya.;1;0
Andai saja di sediakan info saat booking tiket jenis seat, perbedaan eksekutif, dan servis makan atau fasilitas dalam kereta, dan info2 lain yang bermanfaat, mungkin aplikasi ini bisa lebih bermafaat lagi.selain itu untuk yang lainya....Good joob lah KAI, semakin sukses terus.;4;14
"Saya sudah selalu registrasi setiap kali di perbarui.. lebih ke mempersulit... email dan hp sudsh sering bolak balik kedaftar, dan sering diperbarui.. ujung"" nya harus masuk email dan pasword lagi, giliran dimasukin tidak bisa diferivikasi... gimana ini saya sudsh bolak balik seperti ini... padahal jarak waktu memperbarui hanya 2 bulan Tolong.. saya butuh untuk pemesanan tiket.. Punya 2 nomor dan 2 email semua sudah ke daftar ketika diperbarui.. jadi gimana koq mala jadi suruh daftar lagi ini";1;4
Sy pesan lewat online, utk saudara saya 1 orang, tapi ternyata di aplikasi harus daftar untuk diri sendiri dan orang lain.. jadi saya harus pesan tiket 2, ya kan mubadzir..butuhnya 1 tiket jadinya harus beli 2 tiket, dan pembayaran pun harus pake walet.. mohon diperbaharui jadi lebih baik lah.. utk pembayaran bisa bayar transfer ATM atau indomart Alfamart, jadi memudahkan untuk pembayaran;2;62
Sebenarnya aplikasinya sangat membantu lebih efisien, tapi sayang buat refund aja sampe sebulan gila aja kalah sama e-commerce yang gak sampe sehari udah kembali uangnya, iya kalau uang 100k ini lebih dan saya mau beli tiket lain gak bisa karena uangnya belum kembali, mau resechedule jam yang saya mau juga gak ada, hmm minta tolong ya ini udah jaman canggih tolong lebih di percepat, terus juga kalau bisa ada waktu untuk perubahan gerbong atau kursi yang tersedia misal setiap jam berapa;1;13
Saya Edit ulasan Karna Refund saya sudah dilakukan, walaupun itu membutuhkan waktu 1 bulan, terimakasih. Kedepannya lebih di tingkatkan lagi ya KAI untuk APK.nya terutama CS.nya biar kalo ada kendala bisa cepat di atasi. Dan lebih mudah dan tidak membingungkan;4;0
Aplikasi kontolll,,udah top up saldo kai accesnya tapi gk masuk,mana ini aplikasi gk ada customer servicenya yg bisa dihubungi untuk minta bantuan lagi,,tolol.!!!! Masuk saldonya hampir 3jam top up 100rb masuk cuma 94.700🤣 potongannya gede bet;1;0
Saya pengguna aplikasi 'kai access' versi yg sebelumnya ini, saya udah beli tiket sekitar 3 hari yang lalu... Tiba2 aplikasi ini mengupdate otomotis versi terbaru tanpa saya sadari.. Ketika saya mau pakai tiket saya ternyata tampilannya sudah berubah... Saya coba masuk... Suuuuullliiit sekali sampai saya marah dan menangis... Saya tidak suka aplikasi yang terbaru ini...Aplikasi langsung saya hapus....TOLONG kembalikan ke versi sebelum ini... saya merasa sangat sangat sangat tidak nyaman...KECEWA;1;0
Aplikasi di update bukan memudah kan malah menyusahkan pesen tiket kereta Lokal awal sangat mudah dgn versi lama ini versi baru malah ga bisa kan nyusahkan bangetttt kampreet, di uninstall cari aplikasi malah ga da lagi.. Ampunnn dah ah😫;1;0
Sangat disayangkan, saya sudah biasa pake app ini dan selalu baik-baik saja. Kemarin saya pesan KA antar kota, sudah lunas pembayaran. E-tiket saya ga ada alias ga muncul di menu my trips. Sudah hubungi lewat email dan telp ga ada tanggapan. Sungguh mengecewakan banget;1;0
"Sulit untuk masuk, sudah berkali"" masuk gabisa, sampai di uninstall berkali kali juga tetap hanya loding. Tidak tersediannya menu customer servis sehingga mempersulit apabila ada kendala.";1;24
Please, balikin ke versi lama aja. Versi barunya jelek banget. Saya mau pesen tiket lokal pas isi tujuan ngk bisa trus alasannya karna koneksi padahal WiFi sama data sinyal baguss. di update bukannya makin bagus malah makin jelek. ni yg kerja niat kerja ga sih? balik jaman batu aja mending asw;1;253
Ini tim IT nya gimana ya? Saya lupa password, klik lupa paasword mau reset pas ngasih email dan no hp malah muncul wrong email and phone numbers TAPI pas daftar dan pas bagian nomer hp notifnya malah nomor hp sudah digunakan. Plis ya algoritmanya diperbaiki lagi kalau bisa hire IT yang pinter dan KASIH modal besar buat memperbagus aplikasi;1;0
Kurang menyenangkan tiap kali pesen tiket padahal masih tersedia tiap kali mau beli jawabanya tidak ada kursi lagi dan gak pernah bisa masuk,banyak kecuranganya...maaf aku kasih bintang 1,,soalnya gak pernah bisa pesen,,banyak kecuranganya,di manfaatin orang dalemnya,,,aplikasi php;1;0
Knpa setelah saya update kai acces malah ngeblank, gak ada apa2nya, sungguh mengecewakan. Padahal saya sering menggunakan kai acces untuk melakukan perjalanan. Mohon segera di perbaruhi kembali ke kai acces versi lama saja. Bagi yg belum mengupdate mohon jangan update ke versi baru karna sungguh mengecewakan.;1;4
Untuk pemesanan tiket kereta api lokal pembayarannya ribet , dulu bisa pakai Link Aja sekarang ga bisa. Ovo gangguan bisanya Qris tp loading trs . Harusnya metode pembayaran dibuat mudah dan bisa banyak pilihan metode pembayaran.;3;0
"Trimakasih untuk KAI yg sudah menyediakan aplikasi untuk mempermudah pemesanan tiket online melalui ponsel. Tpi mohon perlu diperbaiki lgi aplikasi yg anda buat, masa iya kalah ma aplikasi tetangga yg lngsung bisa booking untuk lebaran sedangkan aplikasi KAI access malah gak bisa"" ini gimna yah Jujur sedikit kecewa sih.?? Tolong dong team KAI diperbaiki lgi!!🙏";3;0
sekarang banyak eror nya mau bayar pake qris susah dan lama. kalo tiap mau pembayaran suka gagal terus harus dicoba beberapa kali jadi buang-buang waktu! padahal jaringan stabil udh pake wifi dan data tetep aja lamaa. suka logout sendiri terus harus masukin email lagi males sekarang banyak bug nya mendingan versi yang lama atau ga versi yang terbaru tapi harus banyak diperbaiki udh banyak yang memgeluhkan sama!! udh liat masukaan juga hapus cache katanya tapi sama aja selalu gtu hadehhh;1;0
Saya pengguna kai access sejak tahun lalu, semenjak pindah Gadget akun saya tidak dapat terkonfirmasi. Ketika ini masuk input email dan pass tertulis tidak terdaftar alamat email nya, lalu menggunakan fitur lupa sandi malah email tidak ditemukan, lalu coba fitur daftar malah email telah dipergunakan beserta nomor hp. Tapi lagi lagi saya tidak dapat menemukan akun saya, sangat kecewa dengan fitur account yang susah dikembalikan!!!;1;0
saya sudah lama menggunakan aplikasi ini sekarang entah tau kenapa setiap mau pesan tiket logout aplikasi sudah diperbaharui tetap logout sampai saya ga kehabisan tiket beli di loket stasion tidak bisa harus pake aplikasi bagaimana ini pihak terkait pt kai saya tidak bisa tentang masalah ini;5;0
Maaf saya rubah karna aplikasi sering nutup sendiri pas dah mau pesan tiket, HP RAM 3GB. Bukan mempermudah malah mempersulit buat yang mau beli tiket goshow. Fitur yang dihadirkan aplikasi ini cukup lengkap dan enak untuk pemesanan tiket KA. Dan kadang jika ada perubahan data harus diuninstall dulu baru instal lagi supaya datanya kereset. Semoga ke depan bisa lebih dioptimalkan untuk aplikasinya, terima kasih sukses terus.;2;80
Minta tolong menu untuk tiket gagal bayar di tab menunggu di buatkan pembayaran lebih lanjut, sebab jika ambil tiket tapi gagal bayar untuk pembayaran selanjutnya tidak tersedia, jadi nomor tempat duduk tetap terisi, setelah 15 menit baru status nya kembali kosong. 𝓣𝓮𝓻𝓲𝓶𝓪 𝓚𝓪𝓼𝓲𝓱 ~ 𝔸𝕝 𝔸𝕜𝕣𝕒𝕗 ~;3;0
saya kecewa terhadap aplikasi kai yg terbaru saat ini, seringkali error dan saya tidak bisa masuk akun saya dengan keterangan data tidak valid. padahal sudah benar. saya un instal berulang kali tetap dengan problem yg sama. semoga segera diperbaiki ya untuk kinerja aplikasinya, supaya memberikan kemudahan untuk penumpang lainnya.;2;0
Sebenarnya sangat mempermudah pembelian tiket kereta api yg di sayangkan sekali nomor telepon yg sudah didaftarkan tidak bisa di rubah. Lah kalau nomornya keblokir/hilang bagaimana coba? Saya kesulitan di situ, profil jadi tidak bisa di rubah . Tolong di perbaiki supaya tidak sering bikin akun baru lagi ya. Tq;3;0
Bener bener semakin sulit. Buat login sulit, buat akses juga sulit. Mending gausah upgrade kalo kayak gini jadinya. Sangat sangat lebih bagus yang sebelum upgrade. Jadi males cari tiket KAI. Selama aplikasinya tetap buruk lebih baik beralih ke bus saja. Tidak ribet;1;0
gmna sih app nya, sudah sukses beli tiket eh ketika di pakai untuk scan barcode malah di bilang offline, pdahal koneksi lancar, jadi beli ticket lagi di loker.. mohon di perbaiki lagi, karena uang tiket yg sdah d beli tidak bisa dikembalikan lagi.;1;0
Ternyata tidak sepenuhnya memudahkan proses boarding, tetap diminta KTP untuk pengecekan. Apa gunanya kita mengisi data pribadi saat buat akun kalo hanya bikin ribet cek KTP? Aplikasi tidak berguna...🥱🥱 Tambahan tampilan juga bikin ribet kalo mau pilih kereta, beda dengan aplikasi sebelumnya, jadi menyesal upgrade ke Access kai🥱🥱;2;44
mohon maaf sebelum nya PT KAI sebelum membuat versi yg lebih baru konsultasi dulu gak sih ke semua divisi nya, mksd nya Biar aman dan mudah gitu, kalau Saya liat yg versi skrg ribet banget malah enak versi yg lama lagi, yg lama walaupun agak jadul tapi sat set sat set gitu milih nya kalau yg ini agak lama, mungkin bagi Saya bisa sedikit paham tapi nanti org yg mau beli baru liat aplikasi nya kayak gini mungkin Akan lebih membingungkan, coba lah di perhatikan lagi ya dalam memberikan kenyamanan;2;0
Sistemnya lambat, belum lagi bayarnya ga praktis sama sekali. Lewat link aja pendaftaran gagal terus, lewat QRIS konfirmasi pembayaran lama banget. Bisa kali di connect ke shopee pay atau gopay, daripada ribet. Mana waktu batas pembayaran singkat, tapi ga didukung sistemnya. Ya gagal terus deh beli tiketnya;1;62
Aneh ya, setelah berhasil check in aku buka aplikasi lain. Nah pas kereta datang gak bisa dibuka. Kata petugasnya katanya sinyal internetkungak bisa. Aku kasih lihat YouTube lancar jaya. Kembali lihat tiket tetep gak bisa. Emang dasar aplikasinya aneh. Gak ramah pengguna sama sekali....;1;3
Saya sangat kecewa dg app yg terbaru. Setelah sy update justru proses pembelian tiket menjadi sulit, karna server yg eror dsb. Setelah sampai dikolom pembayaran, keterangannya pembayaran gagal, padahal saldo link aja sudah terpotong. Dan itu terulang sampai 2x. Mohon tindaklanjut;3;7
Ini aplikasi gimanasih sejak update yg baru bukan memudahkan malah menyusahkan, makin lemot, ini saya baru pesen tiket tapi pas di cek dibagian tiket saya muncul tulisan tidak dapat memproses terus dari padahal jaringan aman buat buka aplikasi yang lain lancar gada masalah Tolong dong diperbaiki jangan mengecewakan Dan setelah 10 menit kocak banget tbtb dibatalkan secara sepihak tiket yang udah saya beli tanpa konfirmasi tau2 dapet email refund gajelas bangetttttt!!!!!!!!!!;1;0
Saya sudah pesan tiket smlm, waktu saya bayar lewat BRI mobile saya merasa transaksi belum berhasil. Sementara waktu pembayaran dibatasi 1 jam. Sampe waktu limit habis belum ada konfirmasi jg. Itu saya harus bagaimana min?? Pesen tiket ulang atau perpanjang waktu pembayaran?;3;3
Pengalaman penggunaan yang buruk, ketika melakukan pemesanan dan saat pembayaran dengan kaipay malah disuruh aktivasi padahal sebelumnya sudah aktif, akibatnya kehabisan tiket, tolong untuk perbaikan sistem karena ini sangat mengecewakan;1;0
Apakah tidak ada perbaikan dalam sistemnya??? Sudah beberapa bulan terakhir setelah diperbaharui tetap saja sering stuck, aplikasi tidak menanggapi. Koneksi lancar, aplikasi update tetap sama saja. Mohon dari pengembang bisa untuk memperbaiki. Terima kasih.;1;16
selama ini saya sangat terbantu sekali dg adanya KAI ACSES, simple buat booking tiket, tapi entah kenapa sekitar 2 mingguan ini setelah update aplikasi jadi berat,loading lama, setiap mau booking tiket gagal terus misalnya gagal menambahkan penumpang, tiba-tiba log out dengan sendirinya, mohon diperbaiki. terima kasih;2;0
Alasan Rating: Tidak kompatibel dengan ponsel saya,saya harap aplikasi penting seperti ini berfungsi di setiap perangkat,agar tidak mempersulit banyak orang. Satu lagi,untuk connecting train itu belum lengkap jadi ada beberapa rute yang harus di pesan tiketnya satu persatu dan tambahkan connecting train lokal dengan antarkota,mohon diperbaiki...;3;24
masih banyak perlu peningkatan. ketika kamu sudah beli dan bayar tiket tapi ketika mau di reschedule tidak bisa. tutorial cara reschedule juga tidak bisa digunakan. saat buka my trip selalu tidak ada trip nya padahl sudah beli tiket. saat konfirm ke salah satu staff. malah disarakan untuk beli tiket dari aplikasi dealmedan. so, untuk apa ada aplikasi ini ? wkwk;4;10
Ini kenapa saya gak bisa login ya?? Akun saya tidak ditemukan padahal udah lama pakai KAI access. Mau daftar lagi tapi email / nomer hp suruh masukkan yang lain tapi udah di ganti tetep aja gak bisa, nyoba cara yang disaranin suruh beli tiket terus baru login tapi tetep aja. Saya coba email keluhan saya tapi gak ada balasan!! Tolong untuk di tanggapi ya keluhan saya!!;1;49
Dicek dari 00.00 sampai 02:00 jadwal tidak muncul, bisa muncul sekali saat pembayaran mala kembali ke tampilan awal. Dicek tiap menit gak tampil juga giliran dibiarin lama tiba2 muncul tapi dalam kondisi habis tiketnya.;1;1
Udah punya akun, tapi mau order tiket susah banget. Harus upgrade akun katanya Coba download dari hp suami, bikin akun baru, mau order tiket susah, harus upgrade akun juga katanya. Udah masukin data², ttp balik lagi ke laman proses pengisian data. Gak kelar² pokoknya🤦🏻‍♀️;1;0
MENDING PAKE APP TIKETING LAIN! Pengembalian dana untuk pesanan yang time out lama sekali. Ini sudah 5 hari dan pengembalian dananya BELUM MASUK. Padahal bukti pembayaran sudah dicantumkan. Sudah banyak yang komplain dengan case yang sama. Lalu yang heran,jika pesanan itu sudah timeout,kenapa QR barcode nya masih bisa terbayar?????;1;0
Dari rating keseluruhan ajh udah banyak yang kasih rating rendah, mungkin pihak KAI bisa evaluasi aplikasinya, tampilannya jujur bagus cuma sayang beribu sayang kegunaan yang lebih penting, aplikasi nya super duper lemot, bahkan jadwal kereta kalokal sering gak muncul, jadi susah banget beli tiket sat set aplagi buat ku pengguna kereta selalu pake kereta kalokal, jujur jadinya mending apk yang sebelumnya sih selama pake apk lama sampe belum pernah aku ngalamin loading atau kendala.;2;0
Masih kurang bgt apliaksinya, tidak mempermudah nih. Pembayarannya ribet udah buat kai pay tp malah ngk bisa dipakai buat bayar kai bandara. Pilihan metode pembayarannya juga terbatas dan tidak lengkap. Sayang bgt bukannya bikin gampang malah ribet.;2;5
Kenapa Setelah update Aplikasi nya Sering Close/Tutup Paksa Pas Mau Bayar nya Sudah di Coba Berkali Kali Close Aplikasi Terus, Sampai Harus Hapus Data dan Chace dan Restart HP Juga Hasil nya Tetap Saja Sama Nihil..tidak Bisa Bayar Pesanan Tiket nya...Coba Di Web nya Langsung Juga Sama Error...Tolong Di Perbaiki...Mau Pesan Tiket nih...;3;0
"Sebelumnya saya sering menggunakan kereta sukabumi bogor, artinya saya sudah memiliki akun, tapi karna ada perbaikan sementara aplikasi saya hapus dulu, tapi setelah login sekarang, saya harus masukin lagi nomor ktp tapi pas dimasukin ada tulisan ""no ktp sudah digunakan"" padahal nomor hp dan emailnya tetap itu sama. Itu gimana tuh ya";3;0
Tetap kasih bintang 1 karena aplikasinya makin susah dengan versi terbaru Pdahal untuk versi yang lama kmrin lebih bagus.. tdi brusan beli, sudah dibayar, saldo terpotong tapi endingnya ditiket menunggu pelunasan. Telpon 121 pengajuan pengembalian ribet sekali.. pdahal cuman nilai 24rb dan tidak ada riwayat transaksi bahwa tiket yang dibatalkan.. trus harus gmana ? 😔😔 Pdahal udah sengajaa war tiket karna dri pembukaan jadwal h+2 menit sudah pasti habis.. ternyata di php kai;1;1
Kurqng puas karena, terlihat kurang maksimal. - tidak ada nya invoice transaksinyg masuk ke email. - sistwm pembayaran kurqng fleksibel hanya dapat digunakan dengan LinkAja, kenapa tidak bisa dilakukan transaksi menggunakan mobile banking / internet banking. apabila dapat menggunakan mobile banking akan lebih memudahkan penumpang dalam transaksi. mohon masukan di ini jadi evaluasi;2;3
Nanti diganti bintang 5 kalau aplikasinya sudah ga lemot :), padahal dulu ga lemot semenjak 2 bulan ini lemotnya ga karuan sampai ga bisa mesen. Udah nelpon callcenter sampe ke CS tapi yang disalahkan HP nya ... Masa HP Samsung M52 ga bisa wkwkwk. Ditunggu perkembangan Aplikasinya. Terimakasih 🙏🏻;2;0
Aplikasi ga bisa diandalkan. Ikut pesan tiket lebaran, sudah masuk antiran, sudah berhasil pilih kereta, tapi saat proses pembayaran statusnya 'time out' terus. Mengecewakan sekali;1;16
Bintang 1 Dulu..Kenapa ? Aplikasi Ini Masih Kurang Dari Bagus Bahkan Sangat Buruk, Tadi Saat Melakukan Pemesanan Tiket Itu Loading Nya Lama Banget, Setelah Berhasil Memilih Menu Opsi Pembayaran Itu List Pemesanan Nya Tidak Muncul.. Beruntung Nya Belum Melakukan Pembayaran..Jika Sudah Melakukan Pembayaran Pasti Tidak Akan Kembali..Jadi Mohon Dibenahi Dulu Dari Segi Layanannya, Server, Dan Bandwidth Nya...Kita Tidak Peduli Dengan Tampilan, Yang Kita Mau Adalah Layanan Yang Bagus;1;14
aplikasinya bagus tapi tolong lebih d tingkatkat masalah koneksi apalagi klo jam jam awal selalu susah buat masuk k pembayaran;5;0
tampilan memang lebih bagus yang sekarang namun secara penggunaan mudah dan nyaman yang lama karna lebih banyak tiket yang muncul saat dicari kalau yang baru harus seminggu sebelumnya baru dapat kursi itupun tinggal sedikit kursinya kadang malah tanpa tempat duduk🥲🙏;1;0
Aplikasi buruk banget, mu pesen tiket kereta susahnya bukan main, pesan 30 tiket smpe bbrpa hari makan waktu rugi waktu, kuota dll, kenapa loket tidak di buka untuk pemesanan tiket, sementara aplikasinya belum memadai jaringan jelek sekali, 1 hari tidak bisa pesan lebih dr 15 tiket, baru buka dan mulai pesan waktu anda sudah habis, bayar maksimal 1 jam bener2 ribet kali;1;0
tidak bisa instalasi di hp yang sebelumnya lancar mendadak berhenti;1;0
"Kok aneh,mau pilih rute KA Antar Kota gk bisa masukin Rute rujuan dan Stasiun awal Udah di update sama aja Bilaangnya sinyal tidak stabil,padahal pake wifi, tp anehnya saya bukan di Aplikasi sebelah normal"" Aja. Plis lah Perbaiki aplikasinya";1;0
Dulu pesan via app kai h-3sampek 4pun masi bisa.tp skarg pesan di via app engk perna kebagian.apalagi weekend sudah pasti engk kebagian meskipun pesenya 1minggu sebelum keberangakan.padahal saya sering pesan jam 00.01 langsung aplikasinya ngehang macet terus besok paginya udah habis parah. Untuk rute surabaya kota tujuan blitar lewat kertosono engk perna dapet tiket.mungkin perlu di tambah gerbongnya atau di tambah jadwal kereta dari surabaya ke blitarnya.;1;0
Baru bayar bbrp menit pakai aplikasi ini juga (KAI PAY) lalu lihat riwayat pembayaran ga ada. Menu lihat ticket hanya tampil jam, tanggal tdk ada, kecuali capture dan di email. Waah gawat Pak Eko... Hati² dan teliti aja, percuma tanya or komplain cs, ujung²nya ga ada solusi, jgn sampai terulang buang duit gratis krn hrs bayar ticket 2x;1;0
top up saldo alama masuk nya ada potongan pula;1;0
Hallo Mohon maaf server kita bekerja terlalu keras, mohon bersabar dan coba lagi. Begitu saja terus, berulangkali. Sekalinya dapat, klik pembayaran. Pembayaran Gagal Pembayaran gagal diproses, silahkan lakukan pemesanan ulang. Something went wrong. Terimakasih kai, karenanya aku begadang Alhamdulillah tidak dapat tiketnya BEGITU SAJA TERUS.;1;0
